"sep=#"
Timestamp#Gadget#ScreenW (px)#ScreenH (px)#ScreenW (cm)#ScreenH (cm)#System_keyboard#Keyboard type#Interaction style#Orientation#Time presented in task#Source text hidden in task#Cursor manipulation allowed#Phrase repetition allowed#Test session name#Corpus filepath#Username#Source phrase ID#P: Source phrase text#|P|: Source phrase length#T: Transcribed phrase text#|T|: Transcribed phrase length#IS: Input stream#|IS|: Input stream length#C#INF#F#IF#IFc#IFe#Time#KSPC: Keystrokes per character#KSPS: Keystrokes per second#CPS: Characters per second#WPM: Words per minute#WPMadjusted#TER: Total error rate#CER: Corrected error rate#NCER: Not corrected error rate#CBRER: Corrected-But-Right error rate#CAWER: Corrected-And-Wrong error rate#CE: Correction Efficiency#PC: Participant Conscientiousness#UB: Utilized Bandwidth#WB: Wasted Bandwidth#
2022-01-17 08:41:59.059#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#489#questioning the wisdom of the courts#36#questioninh the wisdom of the courts#36#qqqqqqq<<<qqqqqqq ttt wwww<www oo<o ttt cccccc#46#35#1#5#5#0#5#15,78#1,278#2,851#2,22#26,61#25,96#14,63%#12,20%#2,44%#0,00%#12,20%#1,000#0,83#76,09%#23,91%
2022-01-17 08:42:20.020#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#495#everybody looses in custody battles#35#everyody looses in custody battles#34#eeeeeeeee <<<<<eee llllll ii ccccccc bbbbb<bbb#46#34#1#6#6#1#5#18,49#1,343#2,434#1,78#21,42#20,89#17,07%#14,63%#2,44%#2,44%#12,20%#1,000#0,86#72,34%#27,66%
2022-01-17 08:42:40.040#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#202#a lot of chlorine in the water#30#a lot of chlorine in the water#30#a<a lll <<<ll oo cccccccc ii ttt www<www<<ww<<ww#48#30#0#9#9#2#7#18,45#1,600#2,548#1,57#18,86#18,86#23,08%#23,08%#0,00%#5,13%#17,95%#1,000#1,00#62,50%#37,50%
2022-01-17 08:42:53.053#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#174#i want to hold your hand#24#i want to hold your hand#24#i wwww tt hhhh yyyy hhhh<<hh#28#24#0#2#2#0#2#10,41#1,167#2,595#2,21#26,52#26,52#7,69%#7,69%#0,00%#0,00%#7,69%#1,000#1,00#85,71%#14,29%
2022-01-17 08:43:11.011#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#425#for murder you get a long prison sentence#41#for murder you get a long prison sentence#41#fff mmmmmm yyy ggg a lll <<ll pppppp <<<pp ssssssss#51#41#0#5#5#1#4#16,29#1,244#3,070#2,46#29,47#29,47#10,87%#10,87%#0,00%#2,17%#8,70%#1,000#1,00#80,39%#19,61%
2022-01-17 08:43:28.028#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#221#not quite so smart as you think#31#not quite so smart as you think#31#nnn qqqqq ss sssss <<s aa yyy ttttt#35#31#0#2#2#1#1#12,31#1,129#2,762#2,44#29,24#29,24#6,06%#6,06%#0,00%#3,03%#3,03%#1,000#1,00#88,57%#11,43%
2022-01-17 08:43:46.046#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#430#luckily my wallet was found#27#luckily my wallet was found#27#lll<lllll mm wwwwww www f<fffff<f<f<<<f<fff#43#27#0#8#8#1#7#16,19#1,593#2,595#1,61#19,27#19,27#22,86%#22,86%#0,00%#2,86%#20,00%#1,000#1,00#62,79%#37,21%
2022-01-17 08:44:07.007#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#91#information super highway#25#information super highway#25#nnn<<<iiiiiiiiiii sssss <<<ss j<hhhhhhh#39#25#0#7#7#2#5#13,78#1,560#2,758#1,74#20,91#20,91#21,88%#21,88%#0,00%#6,25%#15,63%#1,000#1,00#64,10%#35,90%
2022-01-17 08:44:24.024#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#149#make my day you sucker#22#make my day you sucker#22#mmmm mm ddd yyy sss<ssss<<<<<ss<ssss#36#22#0#7#7#0#7#11,07#1,636#3,163#1,90#22,77#22,77#24,14%#24,14%#0,00%#0,00%#24,14%#1,000#1,00#61,11%#38,89%
2022-01-17 08:44:51.051#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#default#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#9#we are having spaghetti#23#we are havibg spaghetti#23#ww aaa <<<<aaa hhhhhh sssssssss#31#22#1#4#4#2#2#11,02#1,348#2,722#2,00#23,95#23,07#18,52%#14,81%#3,70%#7,41%#7,41%#1,000#0,80#70,97%#29,03%
2022-01-17 08:47:30.030#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#262#obligations must be met first#29#oblogatios must be met first#28#oblogatios must be mw<ey<t fifst<<<rst#38#27#2#5#5#0#5#24,13#1,345#1,533#1,12#13,43#12,64#20,59%#14,71%#5,88%#0,00%#14,71%#1,000#0,71#69,23%#30,77%
2022-01-17 08:48:31.031#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#3#never too rich and never too thin#33#never too rich and never too thin#33#never too riv<ch and never ft<<too thin#39#33#0#3#3#0#3#23,03#1,182#1,650#1,39#16,68#16,68#8,33%#8,33%#0,00%#0,00%#8,33%#1,000#1,00#84,62%#15,38%
2022-01-17 08:48:50.050#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#109#buckle up for safety#20#buckle up for safety#20#buckle up for safetg<y#22#20#0#1#1#0#1#11,36#1,100#1,849#1,67#20,07#20,07#4,76%#4,76%#0,00%#0,00%#4,76%#1,000#1,00#90,91%#9,09%
2022-01-17 08:49:09.009#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#74#he is still on our team#23#he is still on our team#23#he is still on our team#23#23#0#0#0#0#0#13,21#1,000#1,666#1,67#19,99#19,99#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 08:49:33.033#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#437#sit at the front of the bus#27#sit at the front of the bus#27#sit at the front f <<< of the n<bus#35#27#0#4#4#1#3#20,63#1,296#1,648#1,26#15,12#15,12#12,90%#12,90%#0,00%#3,23%#9,68%#1,000#1,00#77,14%#22,86%
2022-01-17 08:50:09.009#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#53#popularity is desired by all#28#popularity is desired by all#28#popularity is deside<<red by z<akl<<ll#38#28#0#5#5#2#3#23,77#1,357#1,557#1,14#13,63#13,63#15,15%#15,15%#0,00%#6,06%#9,09%#1,000#1,00#73,68%#26,32%
2022-01-17 08:50:31.031#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#255#i just cannot figure this out#29#i just cannot figure this out#29#i just a<cannot figure this ojt<<ut#35#29#0#3#3#1#2#18,36#1,207#1,852#1,52#18,30#18,30#9,38%#9,38%#0,00%#3,13%#6,25%#1,000#1,00#82,86%#17,14%
2022-01-17 08:51:04.004#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#457#what to do when the oil runs dry#32#what to do when the oil runs dry#32#whay<t to do when the oil runs dy<ry#36#32#0#2#2#0#2#22,95#1,125#1,525#1,35#16,21#16,21#5,88%#5,88%#0,00%#0,00%#5,88%#1,000#1,00#88,89%#11,11%
2022-01-17 08:51:28.028#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#42#all work and no play#20#all work and no play#20#all wormk<<k and no plv<ay#26#20#0#3#3#0#3#18,97#1,300#1,318#1,00#12,02#12,02#13,04%#13,04%#0,00%#0,00%#13,04%#1,000#1,00#76,92%#23,08%
2022-01-17 08:51:56.056#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#351#please keep this confidential#29#please keep this confidential#29#please keep this confidential#29#29#0#0#0#0#0#18,84#1,000#1,486#1,49#17,83#17,83#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 08:52:27.027#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#272#express delivery is very fast#29#express delivery is very fast#29#expess<<<ress s<delivery is very d<fast#39#29#0#5#5#1#4#22,20#1,345#1,712#1,26#15,14#15,14#14,71%#14,71%#0,00%#2,94%#11,76%#1,000#1,00#74,36%#25,64%
2022-01-17 08:52:54.054#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#290#the punishment should fit the crime#35#the punishment should fit the crime#35#the punishment should fit the crime#35#35#0#0#0#0#0#21,36#1,000#1,592#1,59#19,10#19,10#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 08:53:10.010#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#214#the winner of the race#22#the winner of the race#22#the winner od<f the race#24#22#0#1#1#0#1#11,55#1,091#1,991#1,82#21,82#21,82#4,35%#4,35%#0,00%#0,00%#4,35%#1,000#1,00#91,67%#8,33%
2022-01-17 08:53:38.038#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#433#they watched the entire movie#29#they watched the entire movie#29#they watcher<d ghe<<<< the entire movie#39#29#0#5#5#3#2#20,42#1,345#1,861#1,37#16,45#16,45#14,71%#14,71%#0,00%#8,82%#5,88%#1,000#1,00#74,36%#25,64%
2022-01-17 08:53:57.057#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#211#bad for the environment#23#bad for the environment#23#bad for the envirknmet<<<<<<ronment#35#23#0#6#6#4#2#15,95#1,522#2,132#1,38#16,55#16,55#20,69%#20,69%#0,00%#13,79%#6,90%#1,000#1,00#65,71%#34,29%
2022-01-17 08:54:11.011#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#210#rain rain go away#17#rain dain go away#17#rain dain go away#17#16#1#0#0#0#0#9,01#1,000#1,775#1,78#21,30#20,05#5,88%#0,00%#5,88%#0,00%#0,00%#NaN#0,00#94,12%#5,88%
2022-01-17 08:54:40.040#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#477#an enlarged nose suggests you are a liar#40#an enlarged nose suggests you are a liar#40#an enlarged nose suggests you are a lk<iar#42#40#0#1#1#0#1#21,49#1,050#1,908#1,81#21,78#21,78#2,44%#2,44%#0,00%#0,00%#2,44%#1,000#1,00#95,24%#4,76%
2022-01-17 08:55:03.003#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#381#every saturday he folds the laundry#35#every saturday he folds the laundry#35#every saturday he folds the laundry#35#35#0#0#0#0#0#16,25#1,000#2,092#2,09#25,10#25,10#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 08:55:33.033#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#117#this is a non profit organization#33#this is a non profit organization#33#this is a nn<on prfit<<<pot<<<<rofit organizzr<<ation#53#33#0#10#10#1#9#26,05#1,606#1,996#1,23#14,74#14,74#23,26%#23,26%#0,00%#2,33%#20,93%#1,000#1,00#62,26%#37,74%
2022-01-17 08:55:58.058#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#348#burglars never leave their business card#40#burglars necer leave their business card#40#burglars necer les<ave theu<ir business card#44#39#1#2#2#0#2#20,24#1,100#2,124#1,93#23,12#22,57#7,14%#4,76%#2,38%#0,00%#4,76%#1,000#0,67#88,64%#11,36%
2022-01-17 09:04:51.051#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#361#peering through a small hole#28#peering through a small hole#28#peering the<rough a small hole#30#28#0#1#1#0#1#25,01#1,071#1,160#1,08#12,96#12,96#3,45%#3,45%#0,00%#0,00%#3,45%#1,000#1,00#93,33%#6,67%
2022-01-17 09:05:34.034#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#213#the price of gas is high#24#the price of gass is high#25#thep< price or <<f gq<ass is  hihh <<<<<<< high#47#24#1#4#11#1#10#24,87#1,600#1,850#0,97#11,58#11,26#33,33%#30,56%#2,78%#2,78%#27,78%#2,750#0,92#60,00%#40,00%
2022-01-17 09:06:10.010#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#284#your etiquette needs some work#30#your etiquette needs some work#30#yout<r etiquette ned<eds some work#34#30#0#2#2#0#2#30,20#1,133#1,093#0,96#11,52#11,52#6,25%#6,25%#0,00%#0,00%#6,25%#1,000#1,00#88,24%#11,76%
2022-01-17 09:06:32.032#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#115#teaching services will help#27#teaching services will help#27#teq<aching servicea<s wip<ll help#33#27#0#3#3#0#3#17,10#1,222#1,871#1,52#18,24#18,24#10,00%#10,00%#0,00%#0,00%#10,00%#1,000#1,00#81,82%#18,18%
2022-01-17 09:06:53.053#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#180#seasoned golfers love the game#30#saasoned golfers love the game#30#saasoned golfers lon<ve the game#32#29#1#1#1#0#1#17,15#1,067#1,807#1,69#20,29#19,63#6,45%#3,23%#3,23%#0,00%#3,23%#1,000#0,50#90,63%#9,38%
2022-01-17 09:07:41.041#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#456#that is a very nasty cut#24#that is a vrry nasty cut#24#thet<<at is a vr <<rry nasty  <cut#34#23#1#5#5#1#4#19,65#1,417#1,679#1,17#14,04#13,56#20,69%#17,24%#3,45%#3,45%#13,79%#1,000#0,83#67,65%#32,35%
2022-01-17 09:08:19.019#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#389#the fire raged for an entire month#34#the firr raged for an entire month#34#the fit<rr ragef<d fi <<l<or an entit<re mi<onth#48#33#1#7#7#0#7#33,88#1,412#1,387#0,97#11,69#11,40#19,51%#17,07%#2,44%#0,00%#17,07%#1,000#0,88#68,75%#31,25%
2022-01-17 09:08:49.049#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#232#a little encouragement is needed#32#a luttle encouragement is needed#32#a luttle eb<ncourqm<<agement is nr<eeded#40#31#1#4#4#0#4#25,35#1,250#1,539#1,22#14,68#14,27#13,89%#11,11%#2,78%#0,00%#11,11%#1,000#0,80#77,50%#22,50%
2022-01-17 09:09:33.033#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#377#salesmen must make their monthly quota#38#salesman must make threir montuly quota#39#salesman my<ust mal<ke thrir<kkk<<<<eit<r ml<ontuly quotq<a#59#36#3#9#10#2#8#38,89#1,487#1,492#0,98#11,73#11,01#26,53%#20,41%#6,12%#4,08%#16,33%#1,111#0,77#62,07%#37,93%
2022-01-17 09:09:53.053#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#269#the dog buried the bone#23#the dog buried the bone#23#the dog buried the bone#23#23#0#0#0#0#0#15,99#1,000#1,376#1,38#16,52#16,52#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:10:10.010#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#114#mary had a little lamb#22#mary had a little lamb#22#mary had a little lamb#22#22#0#0#0#0#0#11,72#1,000#1,792#1,79#21,50#21,50#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:10:34.034#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#106#thank you for your help#23#thank you for your help#23#tu<hamkn<<<<anh<k you for your hee <<lp#39#23#0#8#8#2#6#21,00#1,696#1,809#1,05#12,57#12,57#25,81%#25,81%#0,00%#6,45%#19,35%#1,000#1,00#58,97%#41,03%
2022-01-17 09:10:52.052#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#45#the facts get in the way#24#the facts get in the way#24#the facts get in the way#24#24#0#0#0#0#0#13,40#1,000#1,717#1,72#20,60#20,60#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:11:21.021#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#448#nothing wrong with his style#28#nothinh wrong with his style#28#ni<othim<nh wt<rong witg<u<h hia<f<s styp<le#44#27#1#8#8#0#8#24,19#1,571#1,777#1,12#13,39#13,02#25,00%#22,22%#2,78%#0,00%#22,22%#1,000#0,89#61,36%#38,64%
2022-01-17 09:11:52.052#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#54#the music is better than it sounds#34#the music is better than it sounds#34#the n<musid<c ia<c<s better thq<an it sounds#44#34#0#5#5#0#5#27,84#1,294#1,545#1,19#14,23#14,23#12,82%#12,82%#0,00%#0,00%#12,82%#1,000#1,00#77,27%#22,73%
2022-01-17 09:13:59.059#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#360#the ropes of a new organization#31#the ropes of a new organisation#31#the ropea<s or<f a new organisation#35#30#1#2#2#0#2#19,21#1,129#1,770#1,56#18,74#18,17#9,09%#6,06%#3,03%#0,00%#6,06%#1,000#0,67#85,71%#14,29%
